,x
134,205617.783
135,833390.0824
136,692754.8327
137,657657.1932
138,422443.4176
139,435742.427
140,535541.3961
141,647362.6621
142,390789.756
143,481161.9604
144,582105.4079
145,500955.3944
146,391326.8798
147,367097.1537
148,526345.6608
149,646372.6021
150,382523.4167
151,588487.796
152,252950.6624
153,899660.9652
154,793870.997
155,248435.3277
156,621611.1411
157,988798.1255
158,431727.0199
159,553141.8595
160,415968.8898
161,531233.4256
162,381007.7838
163,229706.5831
164,644386.5428
165,631045.5352
166,262182.8462
167,508874.6289
168,642670.2513
169,501951.1568
170,540844.9556
171,411591.2829
172,287034.3267
173,242362.0738
174,318616.5581
175,358887.0105
176,203682.4543
177,933467.189
178,498059.9862
179,413026.3089
180,573721.2654
181,518462.1171
182,657404.8213
183,1212491.551
184,520338.7811
185,985665.9683
186,396236.6556
187,534999.2509
188,500567.3513
189,556209.3645
190,472129.8481
191,631156.8329
192,233102.0922
193,524256.5181
194,1102341.23
195,727952.0456
196,685962.8051
197,216292.2675
198,416009.2856
199,486104.0292
200,433618.8109
201,815493.9569
202,907663.4812
203,417821.8246
204,272093.5611
205,263599.6034
206,259098.7054
207,596683.189
208,562355.5512
209,379858.8404
210,479001.4041
211,566519.1003
212,523091.2384
213,493632.9155
214,256941.6691
215,562300.812
216,852309.4596
217,459981.7368
218,405041.684
219,174777.5324
220,515793.9698
221,366059.7057
222,437463.2079
223,313175.7443
224,564523.4366
225,241427.5633
226,277521.7322
227,596708.6698
228,1074184.936
229,1190691.155
230,292700.7189
231,221536.9185
232,467394.5134
233,519708.2713
234,526508.3004
235,566993.6577
236,556556.9809
237,590794.7412
238,555505.2723
239,534425.4208
240,383492.4492
241,510921.0013
242,234290.0335
243,624686.1744
244,672299.4373
245,711844.4108
246,546346.3964
247,405276.3098
248,563601.6672
249,346583.4891
250,692591.5998
251,1733035.724
252,528383.834
253,669946.8623
254,576557.824
255,717840.2883
256,503744.8323
257,375806.9325
258,740787.0403
259,1024169.537
260,576541.2274
261,1295429.918
262,526875.4552
263,564599.7286
264,578032.8312
265,284389.8461
266,567066.8891
267,413920.3024
268,352558.2991
269,564045.3744
270,202248.9244
271,521918.5518
272,963258.446
273,488539.7205
274,669913.8223
275,526642.7455
276,660948.5502
277,461489.7787
278,451929.1938
279,784508.8636
280,358791.6698
281,276788.5386
282,286695.1606
283,308790.6334
284,415979.8293
285,253428.8777
286,361446.7009
287,465599.9865
288,517164.6591
289,313567.8053
290,782912.5973
291,541039.363
292,607610.3692
293,555879.1837
294,486795.7144
295,412503.8208
296,540038.454
297,651750.9713
298,480665.7044
299,624478.4913
300,675181.8466
301,470696.8148
302,515108.5295
303,673804.2862
304,522170.8354
305,567590.5069
306,275369.9815
307,699496.8987
308,473122.6099
309,562529.3142
310,1081135.195
311,434309.7688
312,438390.879
313,384304.4798
314,246228.5071
315,713177.6812
316,275990.8693
317,402915.5786
318,807565.6937
319,415839.0028
320,788859.2292
321,403183.4738
322,551880.6487
323,381834.2727
324,406078.7951
325,561673.6613
326,1373977.546
327,561670.2257
328,82127.41447
329,594379.612
330,535618.8733
331,422910.7914
332,428540.3764
333,1023421.017
334,460355.3355
335,564536.1777
336,578725.7615
337,354335.175
338,567436.5165
339,501396.6915
340,469009.0468
341,525814.2014
342,702241.7894
343,510175.4458
344,525521.2411
345,613294.2051
346,588561.0095
347,561296.3909
348,374097.3514
349,643332.3769
350,397676.2857
351,525563.5596
352,230762.2696
353,412861.0656
354,514412.2401
355,477214.8054
356,614059.138
357,542552.4991
358,1422614.266
359,193383.1466
360,659730.2829
361,436840.1499
362,514793.6032
363,548952.2761
364,1118730.983
365,902480.9383
366,784641.0418
367,432332.0833
368,503737.3039
369,246972.7412
370,206913.5314
371,452081.6031
372,551631.3872
373,1016724.726
374,965853.9249
375,742218.8285
376,569555.762
377,453994.8061
378,767328.6575
379,391528.4787
380,929581.2973
381,456329.3995
382,551116.8025
383,755010.2075
384,652731.6057
385,614016.9026
386,828292.0473
387,607777.6197
388,602717.4656
389,751015.717
390,435153.5646
391,662033.3686
392,459893.7932
393,497142.5316
394,976929.1108
395,528189.3118
396,540038.4923
397,294546.272
398,478639.267
399,366933.7805
400,322391.7132
401,290336.4575
402,250753.8211
403,855482.0748
404,399305.4194
405,530311.1828
406,847213.3981
407,472886.3295
408,258659.1293
409,305017.0435
410,536725.2446
411,723831.1277
412,282052.837
413,678172.5632
414,462208.1938
415,238495.7935
416,521828.7304
417,519851.4134
418,280519.2434
419,364543.9579
420,600758.5085
421,316760.2017
422,786984.6204
423,355344.8636
424,400084.3988
425,668532.144
426,416865.2267
427,528075.7789
428,548382.577
429,512502.9243
430,580995.8725
431,556361.4917
432,367477.8801
433,666602.413
434,260418.7865
435,731469.3368
436,475952.2142
437,395487.9779
438,923844.3584
439,1070773.844
440,231399.8035
441,438719.6688
442,541915.1563
443,515504.5283
444,491468.6877
445,536245.2903
446,436178.4911
447,499451.2817
448,237782.632
449,832953.845
450,944017.9164
451,903410.3536
452,898606.9832
453,378321.1061
454,216954.0029
455,1187830.197
456,530809.5909
457,219698.8171
458,503321.8079
459,358958.6
460,537225.7462
461,388775.7393
462,356444.2423
463,830776.2359
464,586965.2219
465,503647.896
466,610743.7764
467,301934.8188
468,519957.4945
469,516043.193
470,554313.9338
471,320221.988
472,681915.0039
473,299759.6271
474,333438.384
475,373025.0749
476,508219.9242
477,729564.5447
478,645748.1461
479,254819.8364
480,419676.516
481,529930.4769
482,605319.8958
483,558219.6636
484,573789.0443
485,350867.7547
486,556170.8019
487,523866.2081
488,200337.9667
489,429349.0098
490,569022.2335
491,587051.1561
492,373981.8259
493,529047.3328
494,257493.8495
495,271201.0105
496,483306.628
497,631249.3596
498,541708.2899
499,173635.4843
500,560030.9782
501,432287.4978
502,1036183.651
503,355830.5525
504,246014.4493
505,419179.2765
506,494178.2845
507,492740.6853
508,581135.6173
509,628020.4741
510,517472.8292
511,367534.7511
512,565483.5301
513,543925.8001
514,269161.8678
515,343361.1688
516,272533.1372
517,499515.2855
518,653886.3032
519,524396.3012
520,1175328.538
521,263257.2163
522,813309.1612
523,384955.1366
524,619901.4072
525,183188.7005
526,361864.8851
527,221951.3851
528,529010.3276
529,364698.3001
530,854673.3063
531,706421.7753
532,694463.7948
533,405945.1218
534,522510.6137
535,312536.4714
536,462155.117
537,459921.028
538,803651.7623
539,443094.8099
540,709539.0196
541,510747.2001
542,829873.932
543,318369.0533
544,579029.6408
545,545595.2912
546,527881.2949
547,214177.3824
548,659918.2092
549,508986.1625
550,318167.7748
551,424107.7178
552,391922.2625
553,371101.2383
554,533604.3667
555,642524.203
556,249017.8687
557,481270.3721
558,682347.3582
559,302832.905
560,516754.4563
561,380782.0666
562,837378.7156
563,427061.4538
564,816182.8124
565,548215.5321
566,558316.6381
567,211976.3335
568,455702.1722
569,441644.3315
570,682824.6158
571,417114.4499
572,368216.4677
573,776298.9807
574,518836.0284
575,669200.4898
576,323424.909
577,478609.5747
578,552091.5313
579,573030.4735
580,509951.7838
581,263654.5953
582,916698.583
583,464130.6641
584,539049.0513
585,409053.3352
586,204208.4546
587,316496.4055
588,541782.9399
589,510183.0506
590,823106.6779
591,341470.2825
592,258997.7222
593,284482.8736
594,487041.5404
595,605001.7131
596,376334.9254
597,1132606.155
598,503862.0165
599,538114.426
600,433345.4512
601,598846.9394
602,666158.5081
603,504045.3974
604,378113.6451
605,657788.8482
606,533812.0052
607,564679.3962
608,366996.0098
609,519323.299
610,646959.9272
611,513609.8313
612,650307.1973
613,531634.6994
614,1434465.297
615,233043.0625
616,505058.6685
617,382495.6956
618,724902.8096
619,446262.8016
620,216970.0647
621,549995.2981
622,372939.0642
623,578954.9143
624,1068413.886
625,253636.0645
626,264818.2968
627,554633.0294
628,533193.5896
629,529941.5173
630,843643.4371
631,629291.6126
632,1028440.739
633,242996.1722
634,500050.3362
635,499625.1595
636,670838.8947
637,513290.6975
638,225119.3833
639,426792.3785
640,497942.9029
641,1291279.863
642,698571.2968
643,563471.6275
644,595306.4727
645,406086.2469
646,309603.9678
647,519968.3818
648,859174.1763
649,246201.405
650,254861.9111
651,199777.0997
652,559536.522
653,268681.2564
654,356684.5569
655,524001.8602
656,883753.3413
657,492059.0939
658,863154.2188
659,503855.6159
660,398741.2317
661,313217.6798
662,695624.3528
663,535178.6017
664,456072.5332
665,378963.0731
666,528110.5308
667,792172.4004
668,531147.3001
669,651771.2267
670,351272.9375
671,393344.3321
672,484114.6107
673,543231.1064
674,236611.6199
675,505253.3259
676,611957.216
677,517538.4939
678,546896.1464
679,677069.7873
680,549755.0756
681,123508.6677
682,263615.9945
683,783064.8664
684,564858.7471
685,536102.1866
686,533305.9156
687,371819.3614
688,625242.8721
689,559128.4534
690,562907.3183
691,747252.4553
692,587857.0387
693,497012.4852
694,235937.163
695,453281.9267
696,246474.3331
697,294611.9751
698,413599.7883
699,588566.4073
700,553993.4579
701,959290.3899
702,222688.0143
703,532939.724
704,369003.9033
705,521346.7143
706,228581.6049
707,620273.5413
708,542036.2941
709,544920.3555
710,369621.8002
711,812319.7967
712,551143.9046
713,895071.5269
714,208284.4874
715,460361.1212
716,493275.3442
717,482036.5085
718,450620.4594
719,772347.4
720,346456.8466
721,422564.6702
722,536478.0766
723,458050.257
724,534559.6365
725,470889.3061
726,714412.0647
727,533119.1131
728,261563.9959
729,384785.8564
730,480532.1076
731,354193.7435
732,383203.0842
733,533951.061
734,778758.4791
735,1021973.913
736,578619.7187
737,574892.0565
738,702802.465
739,510113.14
740,606380.3915
741,507036.114
742,621354.1779
743,943472.8236
744,531370.3431
745,963094.7995
746,359545.1189
747,1061355.34
748,801848.3297
749,812610.5461
750,410332.1273
751,703601.5531
752,186740.1693
753,543656.2832
754,342679.2406
755,462104.0945
756,211505.7614
757,908436.219
758,558488.4224
759,1186935.954
760,356452.8767
761,426185.9731
762,287847.3867
763,378004.1041
764,651151.4065
765,450719.8606
766,355332.1061
767,546470.9697
768,577418.2691
769,201778.4901
770,634212.0074
771,360688.6415
772,541002.6568
773,580802.1466
774,270882.0298
775,693909.7754
776,524458.607
777,605777.9015
778,528387.2313
779,404792.4991
780,232105.276
781,536186.5798
782,788435.5336
783,237491.2576
784,258573.2792
785,509746.91
786,626034.8145
787,278272.7991
788,275379.0494
789,502674.7847
790,445511.6199
791,683532.9621
792,920065.4552
793,561969.0136
794,809701.2809
795,318985.2402
796,169276.0534
797,421358.696
798,667939.662
799,383386.368
800,505128.676
801,428228.8474
802,638232.4144
803,526195.5645
804,564554.7846
805,479661.245
806,255793.0242
807,381599.6086
808,584086.039
809,783696.8573
810,321228.249
811,164364.8208
812,537591.9761
813,377207.1301
814,440264.6954
815,623830.4449
816,496218.411
817,418483.7207
818,408475.993
819,378346.3548
820,554671.592
821,264717.1529
822,262117.2197
823,552356.9937
824,1402302.134
825,473571.655
826,841743.2467
827,1147705.771
828,662555.5964
829,345338.83
830,535116.3342
831,537978.9654
832,597131.9545
833,798516.8692
834,545356.4961
835,403854.3617
836,536707.236
837,759554.9739
838,780886.1804
839,550022.362
840,662207.9036
841,1331755.31
842,231419.9122
843,449090.8481
844,583603.7309
845,409652.3131
846,412654.6508
847,706069.9204
848,1105322.197
849,383421.1965
850,309410.2558
851,749477.5906
852,205201.8735
853,651146.1069
854,1246360.001
855,903954.5093
856,375402.1017
857,501496.5484
858,263347.1208
859,464047.6755
860,262556.7959
861,885315.8094
862,809726.7525
863,461449.5221
864,807677.1014
865,655366.4886
866,672625.195
867,352689.4192
868,501384.281
869,622556.7302
870,456849.909
871,489525.5346
872,643700.7003
873,394130.5642
874,526880.9666
875,197752.1191
876,542256.0474
877,1085960.246
878,674313.3839
879,588581.1182
880,511170.3459
881,586122.1953
882,267237.2591
883,488399.1135
884,406267.8892
885,441769.8747
886,551074.0705
887,363041.8868
888,884776.726
889,814742.2329
890,164476.8061
891,265734.3534
892,1078358.938
893,305015.3185
894,375903.9837
895,269044.0125
896,355495.3186
897,395810.8216
898,388717.1895
899,647868.1393
900,197728.6514
901,965636.9853
902,576008.0113
903,769213.6559
904,367236.1852
905,953256.7119
906,579205.3827
907,520838.7852
908,614446.0124
909,517921.1405
910,535051.7232
911,805119.4508
912,-76560.95275
913,318666.2212
914,1245612.369
915,552690.6241
916,332738.6452
917,433748.6032
918,963953.9693
919,522281.3395
920,899272.0149
921,1024702.416
922,861212.1325
923,1201787.039
924,1826450.025
925,436723.1815
926,194457.5167
927,590634.7595
928,514618.9714
929,816400.236
930,936174.9523
931,524630.3529
932,457135.9394
933,379965.137
934,548772.887
935,1173392.235
936,731213.8345
937,511806.3987
938,179925.1323
939,561034.4267
940,791428.8618
941,249971.0244
942,200625.6759
943,695439.473
944,214111.5645
945,531180.0667
946,441295.0949
947,240932.5908
948,252522.1267
949,323089.8181
950,666367.1758
951,244352.4238
952,932575.7368
953,508500.7941
954,569137.8599
955,562749.6415
956,576706.1405
957,254051.8591
958,495152.1816
959,834104.5452
960,727730.3465
961,475004.9244
962,246918.0403
963,529186.3194
964,466602.6267
965,559489.4462
966,1367676.012
967,160747.7255
968,368102.9933
969,827716.8957
970,237463.4599
971,490918.861
972,623331.6234
973,356949.6812
974,1186495.619
975,669508.6598
976,488399.1518
977,552444.8364
978,256664.3739
979,264530.931
980,368157.6943
981,425313.6154
982,588653.0592
983,539298.351
984,1056802.287
985,282911.1811
986,514485.5098
987,1090578.442
988,299136.6074
989,228810.5587
990,505476.355
991,382167.9274
992,788273.2922
993,600595.6711
994,691411.0466
995,729546.8104
996,537421.5339
997,1558744.892
998,498165.0239
999,859870.797
1000,568593.6595
1001,517215.9628
1002,605207.5069
1003,520214.2843
1004,547955.3833
1005,542464.7713
1006,544279.3029
1007,724080.3126
1008,477961.0947
1009,356200.5687
1010,504439.9533
1011,727628.8143
1012,527496.4197
1013,508555.495
1014,212214.6312
1015,801335.5605
1016,445992.1099
1017,335503.7287
1018,194262.9561
1019,421965.3554
1020,516825.6528
1021,518660.0366
1022,500244.7436
1023,407797.8972
1024,144197.8506
1025,265555.0025
1026,997413.4021
1027,278553.1714
1028,662601.4896
1029,357732.6768
1030,527932.5603
1031,363726.4542
1032,530168.6392
1033,438210.9924
1034,719476.7143
1035,233639.3384
1036,316465.2105
1037,370047.5893
1038,650027.9998
1039,181295.8598
1040,539404.3556
1041,195984.0891
1042,560508.3432
1043,491259.7072
1044,602801.8588
1045,214465.2065
1046,2079848.158
1047,616919.6757
1048,516297.9902
1049,385922.3754
1050,229242.6448
1051,297316.6996
1052,359893.2252
1053,533309.3512
1054,772137.6083
1055,230637.6197
1056,547661.8107
1057,543218.0285
1058,751779.5844
1059,641457.1622
1060,1079050.696
1061,566342.8342
1062,590712.9381
1063,519968.4584
1064,516743.1542
1065,624488.1717
1066,889632.9311
1067,223812.9159
1068,706122.9986
1069,802958.8702
1070,593393.3845
1071,372042.9797
1072,805314.1325
1073,447487.5257
1074,525393.1557
1075,523164.6677
1076,577631.3593
1077,562615.7383
1078,275651.901
1079,464277.4014
1080,736762.6067
1081,1714122.572
1082,518601.2495
1083,543469.2892
1084,199473.2138
1085,397579.1897
1086,536842.9711
1087,254765.0206
1088,485476.3532
1089,520419.0815
1090,805426.2538
1091,257610.818
1092,359159.4271
1093,555199.1195
1094,265298.9083
1095,987842.3905
1096,560906.3795
1097,384730.0317
1098,525792.5517
1099,289471.7046
1100,394893.0685
1101,571872.0853
1102,512112.5761
1103,498462.0321
1104,143308.8965
1105,254695.2248
1106,243075.1894
1107,286237.3732
1108,537865.3177
1109,644118.5529
1110,450075.1147
1111,446197.022
1112,373840.6765
1113,538667.6499
1114,326896.2751
1115,488905.1648
1116,527996.9213
1117,525268.5824
1118,353026.8298
1119,532956.631
1120,586233.7672
1121,383541.6771
1122,1275295.856
1123,508558.9305
1124,424972.5089
1125,329868.524
1126,405671.8569
1127,1415286.827
1128,215291.2437
1129,1063912.124
1130,537418.2132
1131,722000.2177
1132,520155.3375
1133,643854.2975
1134,249001.7304
1135,1142596.559
1136,249846.3746
1137,534856.0949
1138,1222150.493
1139,664009.7687
1140,434164.2384
1141,389153.7052
1142,1088101.932
1143,352557.3175
1144,301025.3595
1145,532081.9636
1146,263397.729
1147,525191.1051
1148,549098.8986
1149,1740383.677
1150,205704.6396
1151,273806.8902
1152,370400.7796
1153,558135.2947
1154,514029.4585
1155,482036.5085
1156,752460.7854
1157,626792.2657
1158,612433.6825
1159,235376.4108
1160,367115.3922
1161,704256.2194
1162,719147.3055
1163,385700.9742
1164,349452.9149
1165,569152.419
1166,367604.4704
1167,506711.4689
1168,320701.9283
1169,538339.684
1170,429429.2337
1171,506786.9291
1172,529684.7658
1173,739849.094
1174,531748.073
1175,536930.6541
1176,516288.9807
1177,550447.577
1178,681101.5547
1179,468793.7767
1180,222094.1969
1181,628725.0043
1182,803153.3159
1183,326179.303
1184,539675.7045
1185,522211.3906
1186,355377.4771
1187,532607.5888
1188,525326.6806
1189,761811.0605
1190,904084.5873
1191,956726.0438
1192,344574.6087
1193,171950.0282
1194,707002.4765
1195,1234300.49
1196,959317.1286
1197,494717.5987
1198,565963.3807
1199,597817.4331
1200,663651.8764
1201,539734.4916
1202,389356.7992
1203,618412.9391
1204,249523.92
1205,488469.0242
1206,441211.1534
1207,528113.9281
1208,825444.0774
1209,570927.62
1210,364947.485
1211,397418.2508
1212,615768.9168
1213,578324.2514
1214,507020.014
1215,969459.3243
1216,539789.2691
1217,909694.5284
1218,500502.9903
1219,603172.022
1220,884543.1239
1221,887272.3552
1222,770052.2201
1223,469769.2203
1224,540287.6007
1225,479885.0461
1226,247880.1494
1227,750171.8427
1228,572302.7146
1229,560885.6585
1230,660613.1771
1231,276361.428
1232,579870.9569
1233,673932.3333
1234,472331.2481
1235,409551.6667
1236,608253.7348
1237,194200.6503
1238,475494.3613
1239,1273497.184
1240,726653.5023
1241,644624.2469
1242,643861.7046
1243,532063.3117
1244,269044.1273
1245,581634.1019
1246,216552.4546
1247,367036.3047
1248,513737.8402
1249,787488.5016
1250,381025.8167
1251,377396.0188
1252,640044.7491
1253,541592.7018
1254,776311.7217
1255,221544.5234
1256,238865.5356
1257,410256.5789
1258,487470.1005
1259,541369.0015
1260,871510.9222
1261,388070.4265
1262,442563.3366
1263,772085.9678
1264,528866.3379
1265,1166511.494
1266,484856.4947
1267,135938.358
1268,623839.3726
1269,517725.373
1270,683733.4285
1271,504928.7573
1272,410594.3519
1273,604623.6065
1274,640079.1423
1275,530697.9604
1276,373772.7828
1277,882893.2535
1278,589990.5691
1279,511557.1372
1280,322952.542
1281,397106.7601
1282,486209.5402
1283,581888.8365
1284,443133.0739
1285,274025.1174
1286,332067.6565
1287,570737.5796
1288,805227.1276
1289,548831.1383
1290,854252.1532
1291,782141.1667
1292,326126.7405
1293,234310.2263
1294,332168.188
1295,437701.3076
1296,357939.5432
1297,334044.852
1298,641893.3028
1299,361417.7424
1300,434480.1727
1301,826411.9095
1302,638657.8449
1303,497254.1036
1304,516842.128
1305,274873.6554
1306,570464.5585
1307,353128.9953
1308,540238.4354
1309,236975.7413
1310,397436.5658
1311,290710.0562
1312,694462.9644
1313,523831.4179
1314,452497.4743
1315,564983.3204
1316,655292.0121
1317,1271117.517
1318,421758.092
1319,1069419.369
1320,576119.8818
1321,1063936.295
1322,537480.2691
1323,527699.9897
1324,561861.669
1325,613077.0864
1326,488342.4199
1327,515416.4253
1328,489819.5206
1329,851559.8559
1330,1440486.967
1331,221793.7466
1332,431698.0858
1333,817469.1915
1334,530104.3547
1335,524835.8007
1336,512783.3042
1337,452673.4278
1338,970763.5419
1339,424939.7806
1340,464837.8793
1341,522405.9129
1342,402846.3453
1343,559991.3281
1344,532070.84
1345,234320.6478
1346,637078.3958
1347,492573.602
1348,348794.1482
1349,351198.3997
1350,345899.4673
1351,517082.4426
1352,272042.2957
1353,967684.9999
1354,364597.3551
1355,536362.3736
1356,530505.705
1357,312822.157
1358,396186.6939
1359,718784.358
1360,525323.3599
1361,372087.1533
1362,637878.3306
1363,752065.6114
1364,780720.3423
1365,565416.102
1366,246695.446
1367,417829.4294
1368,244646.9978
1369,475855.0416
1370,412969.5771
1371,426280.9307
1372,752696.9932
1373,989621.1227
1374,790886.066
1375,618583.4821
1376,806386.1555
1377,504882.8501
1378,638741.9012
1379,683072.8357
1380,788769.3424
1381,644461.2311
1382,679169.4177
1383,510450.2302
1384,544780.8723
1385,537841.2376
1386,532250.2674
1387,804237.4824
1388,491212.6705
1389,246665.3815
1390,643440.0222
1391,315426.2431
1392,1086509.436
1393,381574.1239
1394,550392.8761
1395,1062896.624
1396,628717.476
1397,805894.8477
1398,510587.5063
1399,622279.9531
1400,478322.164
1401,738497.1332
1402,552785.9046
1403,899952.7746
1404,556183.1461
1405,423938.7567
1406,666210.1945
1407,346116.1153
1408,528761.1044
1409,630044.5114
1410,571587.7734
1411,235072.3335
1412,184434.9313
1413,508912.8163
1414,376164.5215
1415,1100180.782
1416,289775.667
1417,388543.336
1418,569975.3126
1419,117664.305
1420,423460.6946
1421,730800.3538
1422,537194.4747
1423,989793.2517
1424,446715.776
1425,361416.0363
1426,380718.3039
1427,546883.1451
1428,530714.6333
1429,170326.6802
1430,808601.0788
1431,541405.7078
1432,576207.176
1433,647303.7918
1434,554072.3155
1435,514951.0058
1436,571459.7645
1437,396345.8392
1438,751315.5135
1439,999469.5701
1440,748009.1788
1441,327744.5146
1442,246114.8594
1443,516587.3552
1444,297470.5901
1445,569707.5973
1446,460339.0338
1447,602816.6168
1448,731872.3561
1449,628829.6669
1450,539585.8
1451,172635.392
1452,478085.049
1453,503416.7898
1454,264052.0968
1455,507729.0061
1456,548698.7102
1457,385016.4696
1458,1023539.855
1459,1228368.051
1460,358309.9425
1461,372713.5459
1462,423841.9428
1463,1151079.961
1464,639225.1321
1465,559617.5699
1466,771011.5392
1467,663736.3079
1468,413445.9361
1469,484856.6924
1470,1496066.802
1471,605257.8834
1472,495582.8874
1473,410649.1293
1474,239243.4248
1475,586358.3788
1476,534753.425
1477,517857.6278
1478,551290.6802
1479,492648.9858
1480,670195.4283
1481,546358.9424
1482,675072.2225
1483,568063.9033
1484,227958.5851
1485,808958.7574
1486,530315.3138
1487,552699.557
1488,863493.7818
1489,396232.448
1490,546646.9615
1491,714116.0654
1492,579535.6155
1493,532950.0755
1494,540658.1148
1495,521845.1989
1496,850566.7877
1497,524630.3529
1498,216513.6547
1499,259005.2888
1500,929251.5568
1501,532118.0127
1502,842459.882
1503,240133.638
1504,649479.0284
1505,679360.5044
1506,235383.9008
1507,570902.333
1508,917444.1141
1509,859786.3405
1510,642209.1606
1511,302219.5896
1512,213484.3755
1513,403190.7036
1514,418090.4482
1515,515962.1068
1516,702380.8835
1517,583565.5052
1518,312263.085
1519,330308.7573
1520,637262.363
1521,520910.5737
1522,301586.9039
1523,519184.2881
1524,462657.4506
1525,508984.1073
1526,549556.5582
1527,417575.8009
1528,495804.6333
1529,412747.4561
1530,502180.9424
1531,278012.6503
1532,253709.2575
1533,408409.3967
1534,382284.9724
1535,547768.5042
1536,988591.1265
1537,650435.3145
1538,472856.8732
1539,412210.2099
1540,1328196.998
1541,707486.4403
1542,479677.7828
1543,511546.1351
1544,637950.3554
1545,504817.147
1546,220532.5357
1547,790403.8523
1548,378889.4249
1549,603250.7022
1550,1045050.72
1551,1094489.37
1552,575461.6202
1553,1193128.778
1554,315847.5807
1555,958611.0434
1556,444203.9702
1557,378429.5794
1558,462853.3531
1559,560207.8612
1560,565675.8622
1561,568043.9094
1562,259850.1935
1563,981071.1953
1564,411688.2192
1565,456530.7612
1566,539038.0874
1567,607570.4712
1568,358102.794
1569,240804.5054
1570,551378.5933
1571,947255.0296
1572,258067.2662
1573,556261.7537
1574,196685.6744
1575,340589.1759
1576,336975.363
1577,355956.996
1578,501328.0606
1579,703969.8561
1580,555450.6097
1581,559313.4544
1582,535118.4726
1583,189676.0319
1584,800642.533
1585,1203380.17
1586,337262.8054
1587,543659.7187
1588,534071.6181
1589,430017.8601
1590,544025.9869
1591,213172.8465
1592,383020.2213
1593,424319.9604
1594,412416.0546
1595,508799.2451
1596,607186.9697
1597,324966.5586
1598,508743.9319
1599,335560.2411
1600,496552.2442
1601,617664.4941
1602,824839.476
1603,312774.6924
1604,552386.6234
1605,86107.38075
1606,290706.895
1607,522024.4732
1608,473073.2086
1609,273350.6792
1610,732862.033
1611,598876.5552
1612,373638.4905
1613,1344119.124
1614,552763.932
1615,257264.8574
1616,822791.3403
1617,193539.1063
1618,432735.2735
1619,413487.6356
1620,511833.6223
1621,562864.9232
1622,374400.905
1623,546991.9005
1624,583398.6965
1625,523300.3197
1626,574268.9985
1627,519092.7034
1628,1559013.314
1629,536976.4847
1630,515700.5395
1631,810950.3143
1632,408930.2889
1633,426267.8145
1634,453868.1253
1635,381130.3784
1636,664632.3323
1637,527200.0239
1638,531466.1532
1639,361423.1949
1640,671365.0558
1641,743531.4579
1642,389816.9815
1643,515550.3589
1644,652670.6484
1645,262428.7487
1646,557240.4039
1647,606879.4951
1648,567545.4247
1649,410407.4727
1650,779388.1914
1651,196575.8373
1652,1037998.778
1653,213405.8931
1654,799796.0569
1655,469155.3707
1656,303027.4273
1657,536982.0726
1658,609063.7102
1659,1601523.909
1660,539980.2793
1661,287859.296
1662,403930.7683
1663,819392.3718
1664,276956.8872
1665,380421.2892
1666,632265.2593
1667,530435.7561
1668,1331918.44
1669,614988.0608
1670,249025.397
1671,444613.8157
1672,715098.5971
1673,534663.8791
1674,391654.5332
1675,510362.3249
1676,361654.1862
1677,251302.8756
1678,526385.8791
1679,447230.6593
1680,392934.4099
1681,519592.3567
1682,945218.0649
1683,1089456.899
1684,387914.2625
